creded,debitF,meanpay,billnum,debitM,zhongxingM,sidaM,xindaiR,cardnum,xindaiF,maxpay,zhuanzhangF,gongjiaoF,zhuanzhangR,age,gongjiaoR,sidaF,sidaR,zhongxingF,zhongxingR,xiaofeiF,jinkaF,zhuanzhangM,gongjiaoM,youxiM,xindaiS,black
0.19,20,91030,74,247787.34,201699,676652,352.26,12,5,652291.62,9,1,4.08,36,361.09,44,96.71,3,272.16,4,19,52401.78,875.56,5.44,75194.86,0
0.04,45,103384,13,683934.75,355830,450552,34.38,9,5,3003211.21,61,0,222.25,29,365,110,365,9,231.37,3,0,688966.68,21275.61,312.11,92414.64,1
0.01,29,41608,17,154527.4,214516,140936,8.36,2,0,58161.06,34,0,249.61,27,365,4,35.78,4,167.79,1,1,182000.88,71.91,113.67,1989.96,0
0.15,37,90283,192,23817.16,387254,248548,23.46,14,0,468430.94,70,1,348.74,35,365,44,52.48,4,360.49,1,1,871236.46,17842.89,31,38096.66,1
0.01,113,207865,146,297675.87,19696,12364,230.46,10,8,9440.34,1,2,140.42,31,322.22,22,155.6,1,230.73,10,1,601410.62,1320.04,448.09,73790.1,0
0.03,2,99603,52,552284.5,39295,834440,132.57,13,8,1751540.22,30,1,329.94,23,353.65,37,243.84,8,216.05,7,1,729497.2,1580.73,66.59,221216.23,1
0,4,49649,3,30218.03,22548,18791,167.1,9,1,99059.63,3,0,464.33,30,321.03,26,220.77,13,217.66,2,16,32889.05,9074.9,142.49,152153.42,1
0.35,13,495796,14,293840.59,543556,294402,113.4,6,0,2112556.32,12,0,430.09,30,365,3,68.89,2,27.68,1,0,562026.91,1263.71,17.97,4953.33,0
0.07,7,54406,2,450508.57,160479,82127,126.48,2,9,562868.65,36,1,163.33,27,275.95,0,142.64,14,94.65,2,1,56628.22,1422.62,152.19,2479.53,1
0.2,140,44563,169,10495.84,12122,361807,246.06,2,6,1387124.97,2,0,340.36,30,365,3,47.55,0,365,1,0,151977.49,29916.52,493.35,101364.15,1
0,23,926405,4,369486.09,1883,403682,128.12,0,2,2829191.97,33,0,176.32,32,337.42,25,38.35,17,72.25,1,2,186904.74,33817.16,467.57,141782.55,0
0.08,8,133110,15,34001.54,11144,647344,175.08,5,9,907383.24,3,0,208.26,26,365,2,206.39,8,264.96,6,15,426046.07,309.49,32.51,149935.3,0
0.06,20,235809,229,386199.27,322842,145564,118.66,2,6,2048759.86,11,0,257.52,35,365,10,50,25,213.11,2,9,33138.56,7336.74,31.03,394420.31,0
0.48,40,165098,66,107829,271606,367632,161.26,6,0,209081.97,1,1,257.53,34,352.83,6,39.71,1,365,1,1,570739.84,18936.81,96.84,364316.47,0
0.7,4,1128148,185,344039.98,28919,312666,82.62,7,5,1655584.09,14,2,133.52,37,344.57,41,180.78,7,321.21,2,2,86349.53,647.23,46.6,116777.82,0
0.22,5,23580,13,15520.72,206090,371834,39.31,6,1,657711.74,5,2,170.9,30,328.38,7,256.12,1,365,0,18,17518.62,1171.23,39.12,325883.58,0
0,27,46353,1,42394.12,248861,471815,117.01,3,5,1158173.03,33,0,381.94,26,365,55,29.09,9,365,5,0,861491.18,7625.58,619.44,13394.5,0
0.02,87,349931,78,27857.91,74619,14400,77,8,4,691871.99,17,0,326.98,34,365,5,248.05,21,295.95,7,0,83306.56,985.61,633.35,148613.69,1
0.1,2,12912,129,65999.66,59211,547427,299.75,8,8,2798851.01,58,2,263.99,29,365,25,210.93,0,365,0,1,259546.66,1880.65,60.24,5850.66,1
0.16,92,75347,30,543426.71,48010,76610,108.28,8,4,77718.48,2,0,239.65,26,313.45,1,178.74,2,82.16,5,3,13924.25,481.3,295.3,176409.32,0
0.02,58,419899,12,602138.24,167431,812747,204.95,6,4,884778.67,11,2,79.94,27,330.65,4,26.18,18,283.33,5,0,29561.79,8644.92,68.6,204599.09,0
0.19,33,137397,122,9689.29,88287,85524,200.41,15,1,3177054.34,41,1,116.11,27,337.99,17,217.34,1,155.29,0,6,57164.85,882.24,27.93,6852.41,1
0.21,36,576598,170,152355.64,33827,239316,323.14,8,2,648295.56,3,2,96.39,33,365,6,2.82,1,102.87,7,5,692596.29,13104.05,496.61,40847.97,1
0.04,21,124744,63,187251.45,329280,887870,251.08,5,3,2456000.75,2,0,226.45,20,365,103,164.48,0,270.45,1,23,115126.03,27473.59,601.23,6070.8,0
0.18,10,699976,7,641277.46,604591,306050,46.84,3,1,116131.97,21,1,33.25,29,327.03,49,66.61,1,274.81,0,1,923873.58,73.99,1.72,62132.23,0
0.02,67,24486,2,190869.28,212605,442143,185.36,6,0,1314364.25,60,0,425.44,32,351.13,21,192.38,1,317.44,1,1,511854.22,7695.36,41.24,185.97,1
0.12,2,254009,70,101342.14,5172,35186,61.72,11,0,2608034.74,2,2,204.1,33,337.01,50,74.2,25,269.16,2,1,893214.65,24443.35,68.64,147306.39,1
0.24,64,384436,8,61181.73,177566,11608,89.75,8,10,1799557.26,27,0,185.6,27,357.2,4,109.06,15,349.53,4,6,699425.67,36522.14,346.64,148886.87,1
0,91,138153,3,493756.32,16741,40632,150.56,4,5,38040.85,21,0,151,28,335.31,67,323.03,3,278.13,2,2,148990.75,629.01,977.28,113247.79,0
0.01,35,500546,12,253062.77,15068,657302,1.34,9,5,656241.48,23,0,25.97,26,365,4,106.41,14,115.49,9,0,289817.71,17837.39,258.51,198692.65,0
0.05,26,78422,22,287486.51,6242,340974,61.59,7,1,510179.83,25,1,118.1,24,365,63,30.62,0,365,1,1,1066015.58,292.94,50.9,92114.51,0
0.46,118,344193,83,32849.26,279839,118248,365,1,0,1438091.64,6,2,195.68,39,365,20,136.47,3,99.11,0,0,663959.7,4100.78,10.11,41685.83,0
0.03,89,254680,169,137381.29,394283,323318,75.47,9,7,679220.99,24,1,139.65,29,365,3,320.78,11,365,2,27,25705.7,12782.19,384.88,197102.75,0
0.08,64,134518,147,123210.25,3866,27653,365,8,1,154201.66,19,0,258.62,26,309.66,35,144.93,1,319.27,3,21,102860.06,3888.29,41.11,1545.32,0
0.02,5,14373,106,679056.23,2800,383533,160.53,2,2,165803.76,1,0,195.2,24,346.51,7,23.59,20,297.63,0,7,52181,9271.8,598.78,7481.03,0
0.3,88,639854,17,52909.49,26119,32,156.33,9,11,3044258.36,3,2,193,28,365,27,84.67,1,365,2,5,753554.09,1101.73,28.75,140838.18,0
0,63,380129,106,15789.66,143406,219232,120.19,17,7,2261043.11,2,0,192.38,32,315.11,55,241,6,301.83,6,1,434924.71,9858.85,30.55,303.67,0
0.41,52,287717,5,242229.72,536168,242681,22.57,8,1,171461.45,1,0,518.88,31,365,0,181.17,18,91.91,0,7,18072.44,8999.94,28.88,7058.62,0
0.02,45,97188,166,636801.38,480221,2999,2.78,3,0,344316.36,43,0,144.38,31,305.15,1,365,10,365,6,0,12609.05,452.24,50.38,222922.15,0
0.2,47,317067,43,604071.98,191853,277363,44.73,5,0,4047994.05,3,4,148.08,29,365,68,160.63,16,281.69,0,1,562998.94,15391.05,5.59,17437.73,0
0.01,106,282723,48,12774.44,200366,4046,365,5,12,1317739.24,32,0,232.65,35,328.49,47,27.8,1,151.31,8,1,257189.19,6212.5,20.83,197014.1,0
0.38,9,55432,145,545809.34,13317,59033,95.94,7,10,133050.07,0,1,331.86,30,320.58,51,326.88,12,267.43,0,10,594222.43,6913.13,139.71,144544.08,0
0.16,43,130076,195,5274.84,146516,421370,94.5,1,3,1198623.18,40,0,386.46,35,365,24,221.78,8,146.78,2,0,16830.51,1840.81,91.96,150422.94,0
0.31,3,208143,10,321584.19,44187,297840,341.31,10,0,381160.55,16,2,215.85,35,365,6,151.33,9,256.75,1,12,111515.11,763.4,17.85,211629.65,0
0.23,21,241580,402,400852.76,633492,264711,217.33,2,3,2834147.82,36,1,5.69,29,365,3,243.66,20,205.29,7,21,606335.3,11464.93,1161.08,135032.92,0
0.47,0,564504,149,109694.52,223319,377794,23.68,5,6,1004290.83,2,0,558.81,33,365,4,36.1,4,201.62,0,14,95999.36,1666.21,80.78,79479.96,0
0.49,74,344561,94,570949.15,179054,635026,294.89,9,9,2781513.44,14,1,402.01,28,304.67,2,138.24,37,31.26,1,0,34859.87,2497.63,69.97,221684.93,0
0.02,1,109965,1,116367.47,262,655141,232.81,2,2,583125.11,0,0,383.54,34,341.75,13,167.11,1,269.96,1,1,50092.77,579.84,363.91,124332.1,0
0.23,3,941568,178,256124.9,13488,580072,177.12,4,1,2524243.84,53,0,234.82,30,317.26,5,35.39,13,270.43,1,1,34094.34,1884.97,246.34,104332.17,0
0.02,0,317825,4,478644.46,209118,26367,65.01,12,1,3088772.64,27,1,242.89,42,305.56,53,212.49,13,365,1,5,50821.36,131.24,27.01,110713.91,1
0.06,1,652880,117,41483.08,106386,46411,75.35,1,8,549186.89,24,2,159.81,43,360.74,32,26.52,10,278.26,2,19,752414.64,1354.37,712.8,32376.56,0
0.01,81,360377,40,406492.97,152950,729726,106.87,1,1,819355.4,10,1,23.63,33,274.67,18,365,1,210.75,1,8,402539.13,1326.21,454.6,161052.88,0
0.11,89,5390,169,494614.53,125208,25466,16.81,5,6,1653380.63,33,0,285.75,25,335.95,4,220.66,17,317.89,6,1,7867.46,472.38,9.63,212317.73,0
0.03,59,175262,203,138746.73,187063,223921,127.15,5,4,237766.37,22,0,200.53,36,340.87,4,25.58,10,338.46,6,23,436275.72,917.85,64.19,284624.81,0
0,11,222175,52,3291.37,222603,127331,6.85,6,3,323541.53,37,3,387.26,23,365,39,159.81,0,354.9,9,4,252095.59,908.19,69.59,5190.04,1
0.1,82,392131,5,58520.31,11600,401567,329.3,7,12,2127412.16,40,0,324.04,30,352.24,21,218.08,19,365,7,0,237572.05,395.05,39.72,40875.52,1
0.02,11,724143,89,170952.41,64398,800431,284.35,8,8,6750.2,77,3,402.19,25,365,1,161.03,1,365,4,1,363712.72,1230.98,390.92,7964.28,0
0.1,12,163662,148,92289.77,131997,15646,43.81,1,5,1615306.33,26,2,81.83,38,365,54,171.62,2,269.2,0,6,590825.21,4677.35,179.33,5321.45,0
0.3,8,307867,23,676593.74,22824,324805,29.78,7,8,881340.64,18,1,187.08,30,363.87,14,29.39,14,222.64,0,0,29080.62,22240.58,55.11,202478.5,0
0.01,23,535346,42,355972.45,205656,4918,90.65,6,11,1436279.79,7,4,116.51,31,358.44,75,39.24,1,287.85,0,2,791935.2,6830.64,13.68,47436.78,0
0.18,8,232444,52,392767.43,221230,46982,49.84,5,4,2244460.22,0,5,26.55,35,362.65,3,281.66,18,51.73,1,25,25813.74,1117.86,62,9851.51,0
0.04,34,329487,106,96504.73,159881,34482,192.75,1,5,1225645.28,1,0,265.51,27,310.48,2,179.09,7,114.05,4,1,22415.71,377.36,23.44,156074.87,0
0.15,4,110224,9,477298.12,38360,1029241,260.24,6,5,550028,1,3,185.7,30,351.46,36,365,4,171.01,4,6,36110.74,4736.27,20.93,8528.73,0
0.15,1,333326,218,35136.49,80965,4859,28.52,2,11,1940659.22,3,3,243.46,36,337.06,2,35.94,8,365,4,8,291102.81,875.03,236.81,83808.09,0
0.24,109,384085,44,166264.43,8142,95755,37.24,6,4,2520330.51,4,1,24.89,25,365,13,29.4,11,365,5,8,83157.37,1108.87,184.11,141567.08,0
0.16,1,228022,5,286658.4,381086,287286,105.74,10,10,45126.24,40,0,285.84,33,365,5,152.22,24,183.76,4,4,308563.27,178.32,399.62,16104.71,1
0.05,53,211464,10,359916.14,402759,683101,338.04,8,0,2068854.25,1,1,258.67,25,365,4,39.2,3,122,0,17,68660.21,1130.57,26.6,110195,0
0.02,59,58422,329,610526.09,564600,174008,107.94,4,9,1353448.94,52,0,279.68,31,365,29,105.03,1,365,1,16,25450.89,889.47,33.72,201547.04,1
0.34,83,588540,10,415154.03,123781,403176,283.74,5,0,46571.29,1,1,272.72,37,323.28,59,39.55,0,208.55,2,20,250968.37,8270.38,40.03,148442.53,0
0,68,312818,15,177174.58,266859,127722,127.52,7,0,791026.57,7,0,149.76,31,339.57,4,113.71,2,285.07,1,10,12857.84,292.97,89.73,171770.93,0
0.15,7,275022,11,406118.23,356511,25332,131.42,4,2,3991.28,81,0,259.6,36,325.88,48,47.76,2,365,0,5,183610.43,1983.6,84.37,2729.94,0
0.08,57,53376,89,31202.64,100576,8862,222.98,5,3,882385.5,43,1,129.69,29,365,1,86.8,37,365,0,6,172033.15,1093.39,8.09,278524.33,1
0.13,151,5826,14,345453.09,5714,990958,142.26,0,1,1628783.8,0,0,69.66,28,365,53,79.61,0,291.7,3,15,921.42,382.34,212.85,6329.22,0
0.49,106,298718,113,571971.11,57509,399232,3.91,1,5,942165.54,9,0,132.2,31,304.56,15,308.32,6,106.5,1,13,684394.42,1310.17,321.54,41778.96,0
0.02,5,94553,4,860701.06,69544,12285,365,0,1,2138166.67,4,0,35.17,28,365,8,150.01,2,365,5,3,21729.08,19759.33,35.05,163522.85,1
0.36,80,123381,29,1307.35,362643,235249,237.62,4,1,2565609.46,0,0,371.86,29,301.83,31,118.46,12,251.01,5,0,160579.95,19906.14,52.12,37021.47,0
0.18,66,252292,51,439206.43,147984,33295,172.92,7,8,1709237.92,3,1,241.04,29,341.44,6,207.11,17,185.19,2,3,779760.24,2218.64,476.44,300609.57,0
0.13,11,73779,3,482835.89,29414,635693,127.25,7,1,616565.39,28,1,33.09,39,365,39,61.7,1,287.34,8,1,65758.01,7716.6,42.16,1848.7,1
0.02,1,229782,43,350599.76,139403,2907,81.5,14,4,2693446.65,6,0,188.93,29,352.9,17,244.74,2,365,0,1,53179.83,485.23,80.7,22143.85,1
0.29,5,28969,237,36272.06,117365,39818,24.45,0,2,82747.77,23,0,454,28,348.68,2,139.87,15,365,0,12,226104.34,1263.87,35.82,5048.47,0
0.19,68,110186,92,380166.78,10684,325780,135.91,1,1,948221.83,2,1,126.14,31,353.08,45,125.09,22,365,3,19,11863.03,303.69,187.67,4555.14,0
0.14,7,776350,192,34761.3,571128,605793,284.83,8,2,888505.8,27,3,213.72,32,363.58,3,7.82,1,190.37,0,2,260.05,211.66,135.57,204809.51,0
0.01,46,656090,3,468574.02,29423,139180,168.03,6,9,1575036.46,1,3,279.5,33,365,14,33.39,4,141.93,0,1,39601.14,1230.42,22.45,24072.74,1
0.28,4,48212,218,23828.85,45511,22151,188.96,16,1,3380572.85,53,1,278.28,35,365,73,128.98,2,365,1,11,197340.64,1269.2,341.83,3557.83,1
0.03,87,323927,74,1154031.55,33002,27623,283.27,14,0,2500271.11,17,3,172.9,29,365,56,84.14,8,365,15,4,166411.9,8421.01,179.22,116081.09,1
0.02,83,249661,8,742177.04,564587,3764,104.03,0,7,107479.86,0,0,250.32,31,293.62,7,52.63,7,251.84,9,0,21575.11,669.92,367.48,7557.73,0
0.33,32,427324,1,241352.83,543368,211396,39.85,5,11,7810.88,12,1,124,34,350.44,21,73,0,114.22,0,5,40402.91,375.6,5.92,7968.47,0
0.23,136,70457,30,11249.32,293493,545202,347.65,7,9,2168473.57,60,0,70.19,31,341.04,5,30.66,3,297.16,1,3,225849.01,1470.68,1.78,281911.64,0
0,4,16594,2,747550.62,5577,679500,111.23,6,0,3427218.56,17,2,35.28,36,365,1,135.78,18,365,1,30,127975.81,14694.22,1.96,376405.7,1
0.21,1,33040,36,45463.71,331369,13138,92.7,12,4,1061675.99,41,0,262.32,33,365,41,22.94,5,284.38,0,19,19527,23138.51,9.25,5217.13,0
0.02,49,19261,71,274715.42,8494,281594,247.95,14,1,3516255.07,1,0,196.56,26,341.01,8,122.11,8,137.16,6,0,114709.33,1420.67,684.88,108055.83,1
0.25,2,49493,12,482635.25,18958,747058,112.07,3,0,113489.53,50,0,160.41,27,365,1,34.36,1,161.68,2,1,384792.06,444.39,67.31,103811.56,0
0.01,5,285490,2,221699.49,10526,190408,157.54,10,0,3295880.04,1,0,260.35,38,365,3,119.48,0,99.38,1,6,563500.99,970.1,46.7,37156.6,1
0.03,27,6391,31,54270.33,172129,182317,365,6,5,2742797.44,68,1,273.29,36,365,2,133.18,1,330.9,2,1,94804.61,2403.31,490.72,74232.07,1
0.44,3,353822,189,57458.52,202105,83171,52.32,6,0,55088.65,83,3,201.83,34,365,44,73.74,1,258.1,1,2,1222318.01,8639.41,67.02,7923.77,0
0.02,121,463055,90,6935.12,271468,481483,117.28,3,0,1671400.7,1,1,53.73,22,337.57,68,87.87,3,246.81,9,2,20114.51,2520.55,13.87,7343.97,0
0.23,1,474603,140,40329.87,59572,186297,220.7,3,6,69023.71,3,0,240.13,38,362.86,33,189.41,0,346.2,0,1,661322.08,215.53,51.78,300064.56,1
0.04,20,229110,179,248344.38,425,452565,214.05,1,0,390270.08,28,0,472.78,37,290.97,36,13,7,246.22,2,7,651427,12975.6,26.82,101732.18,0
0.07,4,233836,103,102202.23,19612,54442,25.25,2,4,1336909.48,44,0,200.31,29,315.01,3,146.81,11,89.78,1,0,655482.82,509.4,8.21,148472.72,0
0.23,5,10116,7,10070.12,174651,78405,42.26,9,0,2224638.99,3,0,363.67,26,356.73,16,165.29,2,218.73,0,2,119024.86,97.37,281.24,3178.27,0
0.3,36,498542,8,120087.65,156193,9272,156.87,13,5,2820041.76,2,1,299.04,36,305.76,2,311.76,4,164.33,3,20,147698.59,1345.34,452.2,9516.27,1
0.23,85,563066,183,799628.99,161448,53815,123.69,4,8,2611164.35,2,0,190.1,39,365,31,250.15,5,218.56,1,2,800556.35,16236.03,8.96,136813.24,0
0.22,52,28382,130,76679.91,25596,52834,189.44,10,1,19078.26,2,2,261.77,30,361.36,45,353.26,1,365,1,8,38570.45,9040.66,389.12,113611.76,0
0.05,42,626884,8,287102.93,407781,399067,365,7,0,2896828.72,64,0,100.45,36,365,4,210.52,0,309.24,5,18,512445.75,2274.36,5.91,141936.28,0
0.18,7,52808,22,575040.16,12938,155055,271.57,11,0,776295.32,42,4,212.37,30,365,65,17.19,18,181.35,3,8,137834.69,1563.61,49,40618.48,0
0.25,3,404210,10,728943.14,136900,751535,194.13,12,0,749495.74,14,0,70.15,25,322.2,45,23.56,0,365,2,1,524360.43,1944.44,42.68,257658.15,0
0,1,17305,86,268426.64,202120,182917,245.69,2,9,2097600.79,4,1,273.5,34,365,28,108.22,15,342.6,3,2,146138.07,31379.51,68.21,12206.22,1
0.06,60,38141,250,58151.61,27524,186961,190.7,2,8,2070706.6,12,3,116.15,27,365,37,217.16,13,249.46,0,3,378012.88,71.34,453.27,163318.21,0
0.02,127,329731,67,1722.97,346830,330763,34.26,15,9,3260423.21,35,1,310.07,28,356.49,61,42.28,27,365,9,1,75830.55,124.2,465.17,8792.53,1
0.04,1,16347,3,20215.4,16382,4484,212.34,5,0,1445559.98,40,0,299.41,22,314.14,32,311.54,2,365,2,2,209040.19,20678.85,65.39,159750.88,0
0.34,57,517122,157,457540.47,480126,13237,5.29,8,9,485431.26,106,3,211.94,37,365,90,268.49,12,30.93,1,2,911836.57,1492.04,35.99,105193.83,0
0.33,66,337369,13,58013.3,22731,393720,153.22,10,0,1437073.02,5,0,320.03,31,346.21,9,29.1,1,365,7,3,53636.29,8829.32,38.54,61468.03,0
0.04,1,4818,42,517268.36,137347,76001,181.39,2,5,1225462.92,76,1,242.01,28,365,17,53.85,17,29.5,6,2,274501.88,7270.41,40.78,4203.67,1
0.01,32,246769,104,219146.62,19362,183022,353.62,8,4,1590209.93,51,0,313.27,30,365,59,269.17,12,254.12,7,3,362786.28,481.99,46.99,729.3,1
0.31,5,313138,149,313703.37,33002,159203,167.14,1,3,29710.94,97,0,240.25,34,365,6,89.7,36,365,1,1,36505,2476.59,380.47,19732.97,0
0.11,7,16704,110,395942.54,28816,111052,347.37,7,0,1829035.36,49,0,124.87,38,348.87,47,117.74,1,365,2,19,1051819.5,26364.35,15.9,4844.45,1
0.01,66,894,8,116463.48,591058,270002,212.55,1,0,2023298.15,43,1,95.49,30,365,6,100.32,2,365,1,7,8956.35,22682.17,329.79,10081,0
0.01,77,274789,5,368862.97,4351,25563,125.25,9,8,900699.14,30,0,184.79,36,343.51,64,51.61,0,365,10,9,314061.57,2200.47,81.98,68236.8,1
0.03,5,1563,23,308431.7,210185,169370,36.15,6,0,503191.25,2,0,125.16,28,284.29,5,177.9,21,365,7,4,14579.97,8774.57,135.16,168039.69,1
0.03,55,219510,3,179541.08,536500,1126,167.17,1,4,347524.91,18,0,531.1,26,365,2,50.39,0,329.05,0,2,171442.72,2177.99,19.68,194593.92,0
0.55,35,2414,24,591372.38,449934,17731,349.28,7,8,143244.66,61,0,150.11,28,302.59,4,19.19,11,34.78,0,2,25392.7,481.12,119.95,249436.22,0
0.04,26,400907,174,292247.85,34393,32843,30.58,1,1,154617.73,53,0,49.14,32,365,5,252.16,1,274.53,5,0,471758.26,78.39,94.94,13759.96,0
0.05,66,285332,2,186770.2,201680,263913,338.21,11,2,170494.39,17,2,236.53,35,302.43,30,33.67,10,120.57,4,1,108513.37,4582.3,428.87,824.08,1
0.27,1,641750,2,272772.19,8200,5737,151.17,12,14,752273.81,4,0,255.46,26,344.74,33,27.44,2,365,0,23,171952.54,25864.54,33.91,9758.47,1
0.18,28,73586,155,487367.6,166268,12652,29.91,5,6,2208829.37,12,0,21.6,30,365,3,24.23,1,308.21,0,12,329718.16,3068.86,269.6,21022.6,0
0.19,25,13777,3,501397.37,171530,52216,225.44,4,13,1913828.54,13,0,423.09,32,365,3,61.45,1,365,4,0,41229.23,10316.58,18.16,200197.17,0
0.02,50,590972,9,103029.97,146022,16689,62.04,7,8,2949556.25,1,0,288.67,34,285.67,33,191.83,17,151.71,3,0,16470.4,325.48,346.49,1473.12,0
0.04,83,380428,161,322058.05,154002,397619,263.27,12,4,192916.75,24,0,188.93,25,365,25,241.99,2,155.08,8,11,53725.6,2133.05,703.04,132264.83,0
0.2,26,135881,337,22305.24,231704,95429,152.59,11,9,1626828.33,1,0,270.29,34,365,17,21.09,2,241.22,11,19,12750.04,1751.78,5.58,150394.98,1
0.03,37,365909,6,334634.3,262282,737489,53.72,11,8,2521338.58,2,0,429.91,27,357.83,26,238.1,12,365,0,1,232399.09,11894.39,298.81,11760.96,1
0.23,1,54755,3,417499.45,21063,452832,105.27,7,4,176958.2,33,1,169.33,29,319.1,36,269.36,8,208.75,0,0,53343.75,1761.77,52.96,222391.75,0
0.19,8,739056,72,537907.03,20283,106854,233.66,11,1,1972447.82,1,1,364.99,28,306.54,15,129.7,18,163.06,0,32,20068.59,905.72,47.51,904.49,0
0.02,8,10118,2,494546.58,121761,617991,40.66,3,3,588850.72,13,1,346.11,30,365,13,26.63,1,45.82,0,1,113258.2,410.02,34.1,90971.88,0
0.15,29,8016,6,298492.79,8092,9737,304.94,9,0,180717.71,28,2,307.95,30,365,33,171.87,42,246.86,0,0,253063.05,853.68,72.76,104826.76,0
0.02,1,55583,66,698771.58,757,311976,234.29,4,2,123469.49,8,2,265.76,29,365,60,149.05,1,304.21,6,13,353398.15,14953.55,22.58,27558.38,0
0.11,70,328310,49,511017.04,476324,1012,3.69,1,4,1219985.72,18,0,238.83,30,365,8,56.83,8,365,13,1,670342.75,2584.04,103.47,3586.28,0
0.15,1,33,146,338480.74,21017,83230,28.08,14,3,398991.56,2,0,500.1,24,280.67,19,103.1,3,214.15,0,0,11110.96,788.63,461.65,255734.11,0
0.01,44,30035,104,110656.67,4583,37775,164.15,1,0,148763.62,76,0,225.66,27,281.18,35,85.2,9,314.43,3,2,666534.76,209.41,13.05,147507.07,0
0.01,22,395051,19,298706.32,627,459900,265.38,7,0,2195132.94,2,0,283.45,33,326.11,90,276.05,10,178.52,2,4,12640.11,4603.41,27.01,115846.49,1
0,74,777434,5,372053.32,16245,10972,26.7,4,2,3312823.3,1,0,90.62,31,365,3,142.14,1,257.88,4,25,449774.52,87.09,449.6,4125.18,0
0.02,13,675399,9,81758.93,5361,138571,211.02,20,0,11877.65,0,0,94.23,15,339.93,16,26.58,2,365,3,25,241099.24,102.38,272.6,140943.14,0
0.05,46,56923,9,155505.31,101370,19111,155.45,9,4,36013.01,5,0,268.45,26,365,4,220.32,0,363.78,1,8,40030.36,15080.06,9.61,161192.51,1
0.01,23,31069,98,566154.7,117806,113601,43.32,7,9,1197610.9,42,0,150.2,22,333.23,5,351.4,1,365,0,0,49446.67,2730.22,597.72,159033.26,0
0.02,40,482177,52,1227164.73,74096,482046,37.69,12,0,1735819.65,45,0,36.42,27,365,4,344.46,2,201.54,0,2,239367.43,550.58,83.14,13307.56,0
0.25,12,210462,5,183951.3,189388,504224,26,13,2,407548.15,1,0,131.3,34,281.7,51,61.57,15,59.14,7,1,569597.91,762.38,644.39,214141.91,0
0.01,24,316346,132,447770.98,756709,621846,318.8,5,2,3449465.72,0,1,387.75,26,305.2,25,22.01,0,26.77,3,9,258505.24,172.81,24.09,191409.14,0
0.27,80,314139,101,477306.11,290838,163110,274.53,15,0,24162.42,2,2,140.44,30,365,42,25.38,2,22.22,5,24,359349.56,3467.35,73.01,16319.47,0
0.22,0,577897,15,310762.48,44794,410513,29.77,2,8,1600532.99,51,3,188.15,33,323.99,34,202.79,1,43.69,3,26,807441.5,8618.22,46.18,149426.67,0
0.02,80,116509,207,7855.78,572983,179226,190.9,4,8,1446412.75,0,0,274.36,31,361.36,46,30.7,13,220.32,8,3,243670.8,1026.39,9.78,6412.42,0
0.33,144,726334,83,9604.23,229854,196495,215.25,12,7,3404660.13,10,2,157.47,31,357.16,88,98.65,20,365,0,2,333528.85,8496.59,106.61,3573.18,1
0.07,54,98910,126,574126.98,94753,103533,313.71,1,6,1004794.14,2,0,171.81,23,346.68,5,136.4,5,119.43,0,0,897627.82,30640.96,4.51,249935.97,0
0.05,1,666877,183,78002.08,45397,220802,35.05,5,5,1946645.94,32,0,58,28,349.93,2,105.03,0,232.72,4,2,1048645.97,21987.52,153.34,209286.55,0
0.02,6,450277,77,16593.02,36293,165967,325.53,13,1,1219842.21,1,1,289.46,29,365,17,159.39,1,201.06,2,0,516932.45,190.43,36.89,218590.84,0
0.12,29,118779,11,45120.51,331141,678241,162.04,9,0,27484.46,9,2,360.32,29,365,18,216.15,1,157.8,6,14,284215.4,8187.53,627.73,323115.19,0
0,1,46694,190,14990.23,352265,90370,316.9,6,6,2312540.38,8,1,382.72,27,301.51,1,34.89,0,257.06,6,2,316287.19,1737.51,53.56,134228.25,1
0,7,129012,84,165684.41,11912,47242,166.15,11,12,241066.3,2,2,157.76,32,365,36,208.6,16,148.25,0,8,339714.54,8787.03,281.3,55799.75,1
0.01,139,259267,95,170069.38,257540,48789,114.79,10,5,2417263.18,48,0,228.97,32,272.36,65,239.22,4,193.67,1,18,26008.41,8413.95,5.37,117835.97,1
0.13,3,19460,12,239115.31,10390,625707,357.04,9,0,149610.88,5,1,269.99,37,325.84,2,250.95,0,174.15,0,5,126606.93,471.49,297.22,39973.1,0
0.41,5,72935,117,40045.91,89139,6538,23.01,9,0,372886.45,1,1,224.99,35,314.27,39,261.68,0,200.57,5,0,981922.45,11576.84,125.77,320027.94,0
0.25,48,49560,223,14894.37,67524,532546,124.42,4,2,2109632.77,42,0,272.06,33,335.77,2,25.37,1,365,0,14,431205.51,1629.41,3.93,172259.35,0
0.29,34,56461,2,9889,67451,124937,69.96,1,10,1820893.98,40,5,269.31,35,329.56,38,127.42,7,236.48,3,13,29141.06,5278.24,197.02,8500.19,1
0.19,4,768080,1,17470.12,579200,420165,49.72,1,7,1748366.91,58,0,421.9,29,365,28,278.47,5,32.2,6,24,869369.38,143.72,35.94,13833.01,0
0.27,10,341237,104,38073.3,206518,370691,158.98,12,5,2350835.96,5,2,455.84,31,349.19,36,171.77,1,365,1,2,94093.96,366.38,82.35,126354.19,0
0.39,68,873508,36,12090.37,14809,780796,104.44,7,3,2809714.54,39,0,86.93,28,335.72,55,212.55,6,262,1,9,550826.93,7178.74,342.57,286840.37,0
